date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:11:12	987/987	---M--	200	added ('OK')	image/jpeg	etag:%225b44e6c7-3db%22	https://icodrops.com/wp-content/uploads/2018/07/LegalthisOne-Logo-150x150.jpg	C:/My%20Web%20Sites/bounty/wp-content/uploads/2018/07/LegalthisOne-Logo-150x150.jpg	(from https://icodrops.com/)
22:11:12	37545/37545	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202019%2019:11:12%20GMT	https://icodrops.com/universal-protocol/	C:/My%20Web%20Sites/bounty/universal-protocol/index.html	(from https://icodrops.com/)
22:11:12	2375/2375	---M--	200	added ('OK')	image/jpeg	etag:%225c016039-947%22	https://icodrops.com/wp-content/uploads/2018/11/Beam-Logo-150x150.jpg	C:/My%20Web%20Sites/bounty/wp-content/uploads/2018/11/Beam-Logo-150x150.jpg	(from https://icodrops.com/)
22:11:12	1791/1791	---M--	200	added ('OK')	image/jpeg	etag:%225bae2f8e-6ff%22	https://icodrops.com/wp-content/uploads/2018/09/Temco-Logo-150x150.jpg	C:/My%20Web%20Sites/bounty/wp-content/uploads/2018/09/Temco-Logo-150x150.jpg	(from https://icodrops.com/)
22:11:13	661/661	---M--	200	added ('OK')	image/png	etag:%225c226a50-295%22	https://icodrops.com/wp-content/uploads/2018/12/Newdex-Logo-150x150.png	C:/My%20Web%20Sites/bounty/wp-content/uploads/2018/12/Newdex-Logo-150x150.png	(from https://icodrops.com/)
22:11:13	7883/7883	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ab2057d-1ecb%22	https://icodrops.com/wp-content/themes/ico-drops-2-0/img/footerlogo.svg	C:/My%20Web%20Sites/bounty/wp-content/themes/ico-drops-2-0/img/footerlogo.svg	(from https://icodrops.com/)
22:11:13	36900/36900	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202019%2019:11:13%20GMT	https://icodrops.com/contentos/	C:/My%20Web%20Sites/bounty/contentos/index.html	(from https://icodrops.com/)
22:11:13	3908/3908	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202019%2019:11:13%20GMT	https://icodrops.com/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/bounty/cdn-cgi/l/email-protection.html	(from https://icodrops.com/)
22:11:13	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c810789-4d7%22	https://icodrops.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/bounty/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://icodrops.com/)
22:11:13	108674/108674	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c6ab227-1a882%22	https://icodrops.com/wp-content/cache/autoptimize/js/autoptimize_47ee92475438e543ac8629279aff877b.js	C:/My%20Web%20Sites/bounty/wp-content/cache/autoptimize/js/autoptimize_47ee92475438e543ac8629279aff877b.js	(from https://icodrops.com/)
22:11:14	39891/39891	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202019%2019:11:14%20GMT	https://icodrops.com/webloc-protocol/	C:/My%20Web%20Sites/bounty/webloc-protocol/index.html	(from https://icodrops.com/)
22:11:14	133793/133793	---M-Z	200	added ('OK')	application/javascript	etag:%225c790b92-aa32%22	https://mc.yandex.ru/metrika/watch.js	C:/My%20Web%20Sites/bounty/metrika/watch.js	(from https://icodrops.com/)
22:11:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Mar%202019%2019:11:14%20GMT	http://icodrops.com/wp-content/plugins/responsive-lightbox/assets/nivo/themes/default/loading.gif	C:/My%20Web%20Sites/bounty/wp-content/plugins/responsive-lightbox/assets/nivo/themes/default/loading.gif	(from https://icodrops.com/wp-content/cache/autoptimize/css/autoptimize_6a46d16092cadc99c1fe5d5889659a95.css)
22:11:15	39230/39230	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202019%2019:11:14%20GMT	https://icodrops.com/harmony/	C:/My%20Web%20Sites/bounty/harmony/index.html	(from https://icodrops.com/)
22:11:15	38884/38884	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202019%2019:11:14%20GMT	https://icodrops.com/celer-network/	C:/My%20Web%20Sites/bounty/celer-network/index.html	(from https://icodrops.com/)
22:11:15	40442/40442	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202019%2019:11:14%20GMT	https://icodrops.com/oath-protocol/	C:/My%20Web%20Sites/bounty/oath-protocol/index.html	(from https://icodrops.com/)
22:11:15	35921/35921	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202019%2019:11:14%20GMT	https://icodrops.com/lightstreams/	C:/My%20Web%20Sites/bounty/lightstreams/index.html	(from https://icodrops.com/)
22:11:15	37978/37978	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202019%2019:11:14%20GMT	https://icodrops.com/lition/	C:/My%20Web%20Sites/bounty/lition/index.html	(from https://icodrops.com/)
22:11:15	39059/39059	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202019%2019:11:14%20GMT	https://icodrops.com/uncloak/	C:/My%20Web%20Sites/bounty/uncloak/index.html	(from https://icodrops.com/)
22:11:15	38263/38263	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202019%2019:11:14%20GMT	https://icodrops.com/chromaway/	C:/My%20Web%20Sites/bounty/chromaway/index.html	(from https://icodrops.com/)
22:11:17	7303/7303	---M--	200	added ('OK')	image/gif	etag:%225b3cdc12-1c87%22	https://icodrops.com/wp-content/plugins/responsive-lightbox/assets/nivo/themes/default/loading.gif	C:/My%20Web%20Sites/bounty/wp-content/plugins/responsive-lightbox/assets/nivo/themes/default/loading.gif	(from https://icodrops.com/wp-content/cache/autoptimize/css/autoptimize_6a46d16092cadc99c1fe5d5889659a95.css)
22:11:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Mar%202019%2019:11:16%20GMT	http://icodrops.com/wp-content/themes/ico-drops-2-0/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/bounty/wp-content/themes/ico-drops-2-0/fonts/fontawesome-webfont.413e6e.delayed	(from https://icodrops.com/wp-content/cache/autoptimize/css/autoptimize_6a46d16092cadc99c1fe5d5889659a95.css)
22:11:18	37641/37641	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202019%2019:11:15%20GMT	https://icodrops.com/glass/	C:/My%20Web%20Sites/bounty/glass/index.html	(from https://icodrops.com/)
22:11:18	38385/38385	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202019%2019:11:16%20GMT	https://icodrops.com/duo-network/	C:/My%20Web%20Sites/bounty/duo-network/index.html	(from https://icodrops.com/)
22:11:18	39633/39633	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202019%2019:11:16%20GMT	https://icodrops.com/eloncity/	C:/My%20Web%20Sites/bounty/eloncity/index.html	(from https://icodrops.com/)
22:11:18	35463/35463	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202019%2019:11:17%20GMT	https://icodrops.com/solana/	C:/My%20Web%20Sites/bounty/solana/index.html	(from https://icodrops.com/)
22:11:18	42797/42797	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202019%2019:11:17%20GMT	https://icodrops.com/noia-network/	C:/My%20Web%20Sites/bounty/noia-network/index.html	(from https://icodrops.com/)
22:11:18	36231/36231	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202019%2019:11:16%20GMT	https://icodrops.com/jura-network/	C:/My%20Web%20Sites/bounty/jura-network/index.html	(from https://icodrops.com/)
22:11:18	40021/40021	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202019%2019:11:16%20GMT	https://icodrops.com/agora/	C:/My%20Web%20Sites/bounty/agora/index.html	(from https://icodrops.com/)
22:11:18	39178/39178	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202019%2019:11:18%20GMT	https://icodrops.com/fluence/	C:/My%20Web%20Sites/bounty/fluence/index.html	(from https://icodrops.com/)
22:11:18	39000/39000	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202019%2019:11:18%20GMT	https://icodrops.com/boosto/	C:/My%20Web%20Sites/bounty/boosto/index.html	(from https://icodrops.com/)
22:11:18	36170/36170	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202019%2019:11:18%20GMT	https://icodrops.com/dos-network/	C:/My%20Web%20Sites/bounty/dos-network/index.html	(from https://icodrops.com/)
22:11:18	38555/38555	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202019%2019:11:18%20GMT	https://icodrops.com/magnachain/	C:/My%20Web%20Sites/bounty/magnachain/index.html	(from https://icodrops.com/)
22:11:18	37269/37269	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202019%2019:11:18%20GMT	https://icodrops.com/terra/	C:/My%20Web%20Sites/bounty/terra/index.html	(from https://icodrops.com/)
22:11:18	41610/41610	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202019%2019:11:18%20GMT	https://icodrops.com/fetch-ai/	C:/My%20Web%20Sites/bounty/fetch-ai/index.html	(from https://icodrops.com/)
22:11:18	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ab2057d-2876e%22	https://icodrops.com/wp-content/themes/ico-drops-2-0/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/bounty/wp-content/themes/ico-drops-2-0/fonts/fontawesome-webfont3e6e.eot	(from https://icodrops.com/wp-content/cache/autoptimize/css/autoptimize_6a46d16092cadc99c1fe5d5889659a95.css)
